Text,Label
"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic . ",1
"some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude ",1
insightful about kissinger 's background and history ,1
bored cage ,0
is insightful about kissinger 's background and history ,1
's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads ,0
"successfully blended satire , ",1
a collage of clichés and a dim ,0
should be able to appreciate the wonderful cinematography and naturalistic acting ,1
", it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times . ",1
is n't necessarily an admirable storyteller . ,0
"of road movie , coming-of-age story and political satire ",1
clumsily ,0
mopes through a dreary tract of virtually plotless meanderings ,0
"holland lets things peter out midway , but ",0
it 's loud and boring ; watching it is like being trapped at a bad rock concert . ,0
a big letdown ,0
"genial is the conceit , ",0
eventually becomes too heavy for the plot . ,0
handed down from the movie gods ,1
"tired , talky ",0
induce sleep ,0
that provide its thrills and extreme emotions ,1
grasping actors ' workshop that it is ,0
's usually a bad sign when directors abandon their scripts and go where the moment takes them ,0
a sleep-inducingly slow-paced crime drama ,0
it is formula filmmaking ,0
like to ride bikes ,1
"whose aims -- and by extension , accomplishments -- ",1
's just merely very bad ,0
a beautifully ,1
a minor treat ,1
manages to show the gentle and humane side of middle eastern world politics ,1
", a cast of competent performers from movies , television and the theater are cast adrift in various new york city locations with no unifying rhythm or visual style . ",0
shines ,1
arrive early and stay late ,1
", smart , savvy , compelling ",1
merely bad rather than painfully awful ,0
"drumline ' shows a level of young , black manhood that is funny , touching , smart and complicated . ",1
nausea ,0
another useless recycling ,0
pleasurable expressions ,1
"it 's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom . ",1
"meeting , even exceeding expectations ",1
enough is just the ticket you need . ,1
"there 's a delightfully quirky movie to be made from curling , but ",1
"is for the most part a useless movie , even with a great director at the helm . ",0
's both charming and well acted ,1
worth checking out at theaters ,1
blood work is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood 's dirty harry period . ,0
"the director , with his fake backdrops and stately pacing ",0
the heart of the film ,1
take movies by storm ,1
"a beautiful , entertaining two hours . ",1
that might otherwise separate them ,0
the theme with added depth and resonance ,1
empathy and pity fogging up the screen ... ,0
is a bowser ,0
"every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat ",1
insane comic undertaking ,1
abrupt ,0
a complicated hero ,1
i loved this film . ,1
as a workable primer for the region 's recent history ,1
"caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty ",1
"all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject . ",0
"this is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it . ",1
the fun ,1
none of which amounts to much of a story ,0
there 's no discernible feeling beneath the chest hair ,0
bring tissues ,1
"in his latest effort , storytelling , solondz has finally made a movie that is n't just offensive -- it also happens to be good ",1
like ` ,1
utter mush ... ,0
aids ,0
rest contentedly with the knowledge that he 's made at least one damn fine horror movie ,1
've seen it all before ,0
there 's not a single jump-in-your-seat moment ,0
remarkably dull with only caine ,0
"... flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags . ",1
a philosophical void ,0
concession stand and/or restroom ,0
are more interesting ways of dealing with the subject ,0
'm sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment . ,0
whose teeth are a little too big for her mouth ,0
bad-movie way ,0
"their cheap , b movie way ",0
"except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it ",0
throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit ,1
unfortunately also ,0
goes where you expect and often surprises you with unexpected comedy ,1
a gleefully ,1
sit through about 90 minutes of a so-called ` comedy ' and not laugh ,0
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning . ,0
this much imagination and nerve ,1
"antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it ",1
her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks . ,1
surprisingly affecting ,1
fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark ,1
harsh reality ,0
the film is extremely thorough . ,1
a head-turner ,1
van wilder does little that is actually funny with the material ,0
"tells stories that work -- is charming , is moving ",1
meandering ,0
avoid the ghetto of sentimental chick-flicks ,0
on its way ,1
"lets her complicated characters be unruly , confusing and , through it all , human ",1
assurance worthy ,1
"a young woman of great charm , generosity and diplomacy ",1
some fine acting ,1
be the worst film a man has made about women since valley of the dolls ,0
a domestic melodrama with weak dialogue and biopic ,0
a lovely film ,1
relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft . ,1
asylum material ,0
the film more silly than scary ,0
had to endure last summer ,0
"shreve 's graceful dual narrative gets clunky on the screen , ",0
of admission for the ridicule factor ,0
told with sharp ears and eyes for the tenor of the times ,1
playing a role of almost bergmanesque intensity ,1
"conventional , but well-crafted film ",1
a movie version of a paint-by-numbers picture . ,0
the film itself is small and shriveled ,0
ranks with the best of herzog 's works ,1
got to my inner nine-year-old ,1
sobering cautionary tale ,1
screenplay to die for ,1
visual splendor ,1
surprise us with plot twists ,1
"a smart , provocative drama that does the nearly impossible : it gets under the skin of a man we only know as an evil , monstrous lunatic ",1
"a stunning , taxi driver-esque portrayal ",1
intelligent humor ,1
"all-powerful , a voice for a pop-cyber culture that feeds on her bjorkness ",1
nothing in it to engage children emotionally ,0
of the horror film franchise that is apparently as invulnerable as its trademark villain ,0
", absurd , ",0
